X,Y
20.96,444.31
28.82,436.71
9.27,479.66
11.48,469.44
14,474.87
13.03,466.02
28.18,427.83
12.77,471.59
28.15,427.69
22.65,440.52
25.64,440.86
21.94,451.1
22.95,442.19
5.21,486.46
17.02,459.98
33.18,435.26
29.85,436.46
26.56,443.66
21.42,462.19
23.86,440.58
14.34,466.17
30.36,439.05
18.12,464.68
28.53,438.91
23.62,447.93
22.81,452.89
26.36,430.39
29.3,431.07
24.26,442.56
26.85,429.97
26.91,438.73
24.47,436.29
18.06,454.34
26.05,443.18
30.01,435.94
23.08,448.61
9.86,477.78
11.44,478.52
12.9,464.26
13.44,459.6
33.37,430.42
28.82,449.18
23.62,443.53
18.65,449.55
6.81,487.45
19.04,453.32
19.32,457.66
6.64,484.03
21.71,444.91
16.46,449.58
7.5,485.98
24.27,443.06
16,461.7
17.28,454.76
27.18,430.66
14.18,468.35
28.5,430.62
32.5,427.63
21.89,450.05
23.18,443.12
24.07,438.41
25.31,440.96
25.15,440.96
9.45,467.79
27.01,434.65
20.01,448.39
18.36,459.8
28.12,448.72
18.18,453.1
23.72,447.13
27.17,435.9
6.03,480.36
22.58,448.32
23.75,442.35
26.33,450.67
18.21,461.73
22.06,448.92
17.39,461.55
9.3,479.87
34.24,425.58
7.17,485.08
22.99,446.67
22.02,440.26
23.94,438.64
22.28,446.55
12.5,469.69
18.19,456.13
18.2,468.49
13.06,469.02
9.68,475.02
29.25,426.29
14.76,465.58
10.94,459.69
18.41,457.14
30.04,434.83
7.9,485.26
22.05,437.9
29.19,427.9
24.16,446.17
29.75,427.2
22.73,441.75
12.95,471.07
10.54,479.65
11.95,467.91
16.81,455.96
18.89,450
11.89,476.99
13.91,466.24
28.59,442.7
22.25,437.19
24.04,450.07
25.86,449.67
27.91,430.73
24.23,441.29
8.69,484.55
29.78,445.58
13.52,472.11
16.14,461.03
25.87,445.87
16.71,459.4
18.84,449.21
25.98,439.73
14.93,468.88
25.89,433.73
8.82,482.71
29.93,426.82
16.51,442.48
20.92,437.96
22.98,438.5
30.2,436.94
25.03,446.33
30.02,429.5
18.87,454.58
22.4,440.04
5.07,494.87
12.85,464.86
26.74,447.88
17.44,456.08
27.56,442.43
14.08,469.33
12.83,474.26
15.93,468.8
30.05,436.82
27.69,440.43
14.91,461.27
11.92,468.14
30.85,431.77
25.57,443.84
10.55,473.99
12.88,474.58
13.03,473.99
15.62,457.3
14.4,464.5
9.86,472.46
23.84,444.48
22.53,449.02
7.18,487.63
13.68,469.37
25.41,442.86
25.24,435.9
28.01,444.76
26.87,433.89
14.01,466.7
16.23,464.74
7.06,487.71
11.72,476.12
14.14,464.36
12.45,473.63
27.72,434.02
3.2,489.86
12.12,471.19
19.95,453.03
9.33,478.43
14.87,462.87
25.45,441.3
16.23,466.22
20.09,451.43
16.66,466.07
12.26,467.83
23.32,436.18
24.88,445.18
15.38,462.48
18.16,463.69
27.26,434.88
7.41,474.25
2.34,490.34
13.96,469.86
29.91,434.93
10.02,480.05
27.71,440.7
12.54,475.02
17.66,457.11
11.6,474.99
28.42,435.64
16.22,454.94
18.21,468.4
12.78,468.67
29.82,433.31
25.58,447.16
30.22,434.3
20.06,451.81
29.07,440.51
31.46,430.8
20.98,450.95
27.44,428
26.99,436.89
29.1,436.56
6.92,483.61
14.26,462.87
26.44,444.78
15.85,464.72
15.55,460.84
19.18,444.56
11.87,470.84
10.53,477.99
14.54,465.45
14.77,464.25
21.79,446.99
10.62,470.8
14.72,468.87
26.38,442.38
8.85,491.81
29.45,437.31
30.39,435.82
21.99,446.96
16.48,449.7
19.32,450.88
29.49,440.99
22.86,435.56
30.29,434.27
22.21,444.57
26.48,433.31
23.7,444.99
24.34,440.29
3.6,488.98
13.47,468.8
37.11,429.25
33.43,435.59
11.11,476.37
11.87,468.47
27.6,436.08
13.74,471.11
5.41,495.24
17.01,457.26
26.12,434.67
30.34,431.18
7.79,484.42
23.63,444.43
21.97,443.61
12.18,471.49
27.06,432.2
12.53,470.04
13.95,465.24
6.3,489.95
24.35,442.81
11.75,473.01
22.05,447.95
26.52,440.31
24.17,436.27
7.53,475.7
20.38,448.93
16.72,465.89
29.04,440.43
21.67,445.85
11.67,473.54
5.79,489.6
23.48,450.05
28.33,432.67
29.42,434.66
10.17,482.36
22.53,450.08
16.82,462.22
22.95,438.33
16.85,464.2
23.71,440.65
13.72,463.65
23.56,439.27
10.57,472.62
14.43,467.45
31.68,431.11
7.54,481.56
14.07,463.77
11.27,471.26
9.3,477.02
14.98,462.32
17.68,462.08
7.66,485.11
24.17,435.66
24.44,435.47
20.26,448.1
14.64,463.18
23.82,445
27.6,438.42
10.48,472.61
17.38,459.02
15.45,456.59
16.85,463.37
9.3,480.14
23.74,444.4
22.76,448.73
9,484.08
18.21,457.53
3.38,488.92
9.76,467.6
28.68,440.57
27.01,434.09
26.88,437.11
16.69,456.17
23.22,446.62
14.43,467.33
17.27,461.31
9.83,478.21
21.96,441.15
16.56,464.62
10.4,480.04
9.55,476.06
32.13,431.84
9.88,470.44
23.09,443.86
30.71,428.27
12.21,475.07
18.9,451.5
12.99,472.95
19.48,454.4
22.86,452.34
11.96,469.34
18.48,452.52
16.59,464.19
27.43,431.21
14.13,471.44
31.31,438.14
23.86,441.22
27.19,437.92
15.55,466.83
18.03,458.04
17.74,457.05
26.64,430.41
32.36,431.92
27.98,428.44
22.55,436.43
26.85,433.48
24.39,443.65
25.64,431.77
10.36,477.23
20.18,450.09
26.8,445.76
11.77,475.49
24.63,440.23
10.11,483.56
20.72,447.89
24.43,445.68
21.53,454.99
14.66,461.46
13.24,467.81
29.56,436.46
13.61,466.17
27.14,439.33
10.84,479.22
12.72,467.28
23.72,438.5
30.26,425.71
8.58,482.26
16.55,455.8
25.86,438.75
21.12,445.9
18.27,450.33
16.72,453.39
24.66,432.68
28.57,440.51
23.63,449.01
25.55,442.3
23.68,440.68
12.68,466.64
12.91,466.05
33.97,432.33
10.72,480.62
6.63,482.02
13.48,475.74
6.65,490.41
30.08,434.95
22.11,450.62
25.65,436.24
14.51,465.09
27.11,439.4
30.96,425.66
11.22,476.7
24.62,432.13
31.13,439.24
20.65,448.22
23.89,438.97
21.48,450.88
21.93,448.75
14.54,463.9
16.27,462.11
22.76,442.84
32.77,433.84
16.5,462.48
26.29,429.71
23.73,441.78
29.25,430.49
18.96,461.96
22.92,447.48
30.13,441.78
10.34,474.08
11.92,476
18.45,459.79
7.2,484.9
28.11,432.98
23.81,449.58
15.21,460.56
14.24,466.67
30.28,433.45
25.21,436.23
22.1,440.08
23.79,447.59
6.67,490.03
29.41,441.99
17.76,461.8
12.54,470.04
18.89,454.02
17.68,458.12
25.34,443.94
16.86,466.68
12.08,474.07
25.52,435.48
9.28,486.18
13.51,465.89
11.87,464.77
11.77,477.94
27.64,441.04
17.78,453.31
17.7,455.5
13.86,461.56
13.08,474.81
8.82,481.44
13.11,472.84
10.74,479.94
10.42,474.79
8.47,475.06
32.89,431.54
7.05,476.75
19.04,444.54
11.12,477.69
9.41,477.34
19.17,458.59
21.16,458.63
19.66,446.28
17.19,464.72
6.22,443.73
9.15,474.88
21.18,449.93
25.06,434.55
20.76,462.01
18.91,456.12
28.69,448.54
24.23,440.65
23.62,442.96
22.89,448.13
30.33,438.47
31.59,429.96
22.69,448.52
8.99,481.03
11.48,478.53
13.02,474.97
31.38,431.33
32.57,440.56
29.14,434.82
24.98,432.06
13.77,468.45
21.69,446.61
25.88,445.65
16.51,457.74
20.79,454.78
9.18,480.49
26.51,435.52
31.54,427.31
28.37,434.91
10.39,478.58
14.58,468.43
21.69,447.88
31,431.62
17.86,465.78
14.59,470.86
17.47,460.87
13.61,463.89
11.26,474.69
15.68,470.29
11.87,479.18
25.1,429.7
26.03,440.6
15.21,458.84
26.55,433.44
5.21,486.08
31.39,435.76
24.27,438.26
19.21,452.82
26.1,441.53
12.84,468.22
22.7,436.7
11.02,468.09
28.4,441.64
14.78,469.69
23.81,448.72
26.43,444.74
9.88,480.05
19.11,450.38
14.45,463.6
18.83,448.15
24.6,439.63
30.57,439.38
23.29,441.17
25.94,439.46
26.71,433.47
29.58,435.47
11.56,469.17
18.36,457.94
14.2,468.63
24.26,439.16
18.11,449.99
22.34,449.06
22.45,460.07
26.82,427.51
22.83,450.96
15.12,463.78
31.16,425.82
31.7,427.95
26.82,436.36
21.08,440.59
26.77,432.91
32.51,435.23
31.93,432.29
26.55,435.64
19.31,446.23
13.34,474.47
21.14,445.12
31.63,426.86
8.9,479.18
7.11,484.21
17.81,470.97
9.15,475.01
28.9,427.41
21,447.29
14.02,467.29
21.81,441.85
30.53,430.2
10.97,478.69
22.99,447.62
29.67,434.8
10.27,479.3
9.68,470.22
4.96,481.88
16.57,452.84
27.69,433.47
17.03,460.43
3.99,492.06
11.6,473.89
5.64,483.17
8.39,480.69
28.85,444
24.2,448.43
7.45,485.6
25.31,437.03
24.05,438.36
12.66,466.49
13,473.6
24.87,435.6
9.61,483.86
10.75,481.96
18.19,464.58
25.44,433.97
26.1,446.49
27.32,431.33
12.08,476.84
15.07,464.7
20.63,448.25
23.74,463.4
14.85,470.37
21.92,449.65
24.43,441.4
10.04,474.61
18.31,459.61
29.85,432.26
21.88,442.92
13.35,465.85
26.94,440.12
16.33,462.44
25.32,451.52
30.3,431.57
28.42,438.25
15.91,462.25
16.19,462.94
10.15,480.71
11.82,476.7
8.66,479.66
5.33,491.17
22.54,450.01
22.01,441.9
27.37,440.5
28.29,436.4
15.34,468.33
20.61,456.68
12.52,477.18
14.46,462.6
19.68,468.27
15.74,463.24
12,476.64
10.03,475.74
14.29,468.63
24.51,446.74
17.7,455.97
28.59,431.55
14.02,466.38
16.68,459.83
12.81,469.27
6.25,494.39
9.41,473.84
19.47,451.38
12.38,461.07
23.14,446.57
9.63,469.73
13.67,470.39
12.27,473.84
14.46,458.69
14.57,465.75
9.87,475.58
29.23,428.9
10.24,479.78
33.3,426.88
29.05,442.58
12.63,464.6
25.97,435.02
6.86,487.49
18.28,460.03
15.33,465.2
10.33,479.32
8.31,476.72
25.16,441.99
14.85,460.19
15.48,462.69
23.37,447.07
22.88,458.08
25.32,441.5
24.44,445.82
30.17,439.75
14.84,464.85
27.96,442.49
18.67,454.51
22.56,437.73
24.91,435.96
26.11,445.37
19.95,447.1
32.63,425.72
14.21,473.87
28.18,441.61
6.67,488.13
13.27,464.82
10.37,470.66
26.11,453.76
18.68,459.89
12.12,470.67
12.07,470.36
7.54,485.92
13.61,466.51
13.61,471.79
12.25,475.24
26.1,437.18
26.09,445.88
32.14,436.15
21.55,446.84
5.74,481.15
31.41,430.37
34.97,435.15
12.32,470.27
31.32,430.46
27.97,446.11
26.23,445.28
24.8,438.96
28.35,429.21
29.84,435.05
30.95,430.47
13.38,468.15
28.54,433.3
28.52,435.4
28.62,436.09
16.78,459.64
10.08,478.73
13.07,471.47
17.99,462.4
15.46,459.62
27.11,435.79
22.6,435.13
32.09,434.78
20.03,450.6
22.63,441.92
27.06,430.82
14.24,461.64
25.79,435.51
8.62,483.03
30.34,437.26
23.55,447.65
26.21,444.44
12.89,463.77
25.68,440.78
18.85,451.77
11.49,472.45
13.6,472.27
22.56,447.15
26.43,431.26
12.2,469.41
30.17,438.89
21.55,443.93
23.48,437.1
21.19,447.06
13.61,465.65
9.82,475.21
8.02,479.53
11.2,479.03
29.21,434.64
22.21,448.33
11.34,472.77
19.13,447.03
15.19,462.64
27.49,435.29
16.57,465.78
9.38,481.52
6.43,486.39
11.86,474.57
10.42,479.24
29.85,433.43
23.1,440.64
22.25,444.05
11.43,471.09
18.06,450.53
30.52,438.29
16.58,457.8
29.72,426.54
25.6,433.25
22.18,447.92
17.89,457.74
26.56,442.74
29.6,438.47
10.96,473.28
19.78,456.84
25.79,434.65
13.09,471
24.4,436.68
8.27,478.13
22.86,451.82
12.57,471.87
12.65,466.01
7.4,484.29
30.36,429.97
12.71,466.2
18.56,456.61
26.88,430.63
15.92,467.41
29.7,433.27
9.53,484
17.72,461.7
7.55,482.19
28.43,427.11
7.84,488.7
8.8,476.5
24.44,440.2
13.97,464.3
5.89,479.86
24.03,430.66
25.43,436.43
5.74,490.81
19.44,448.04
14.72,464.93
19.15,458.66
19.96,460.49
9.08,481.46
6.57,481.46
18.94,441.41
4.87,482.05
9.37,471.13
9.06,480.41
18.88,456.18
28.47,430.67
25.67,441.35
24.31,442.69
16.7,456.18
25.04,441.6
20.97,448.22
14.44,469.85
23.54,426.24
9.68,479.89
5.85,484.47
13.68,467.02
23.16,451.79
30.88,433.14
9.76,470.95
33.58,433.75
18.22,469.27
22.55,447.42
34.43,431.39
26.57,439.54
20.92,444.64
15.07,459.96
9.47,480.79
27.34,438.76
22.96,450.37
28.81,427.91
14.82,458.46
24.92,441.07
26.86,426.97
32.12,429.86
5.71,487.48
26.43,435.59
21.4,444.15
24.55,445.8
26.41,428.52
21.97,448.91
24.6,442.23
9.13,484.86
18.92,451.64
24.88,441.54
27.4,430.54
21.45,453.15
21.33,451.95
17.1,454.43
9.86,467.37
21.5,444.05
25.38,447.41
24.53,446.3
27.16,430.53
25.51,444.76
19.4,453.84
30.85,426.1
7.82,475.66
26.92,440.35
11.57,476.89
19.39,452.57
29.37,434.2
31.84,433.28
31.06,437.91
13.49,471.08
22.07,449.96
9.72,480.05
20.42,451.28
6.45,483.12
13.2,472.41
18.9,455.94
20.31,455.37
6.33,484.57
11.37,480.54
18.64,465.13
24.75,438.28
7.05,480.47
5.49,487.36
26.3,441.94
27.98,436.82
19.54,455.86
16.37,459.18
20.6,460.24
27.23,427.39
16.55,465.14
32.07,426.96
25.23,442.02
29.22,430.57
21.23,453.95
10.35,472.63
21.49,452.46
23.82,440.52
25.36,452.29
26.89,442.39
24.65,437.59
21.39,447.77
7.85,478.68
29.07,439.8
23.45,440.24
14.49,465.72
9.75,481.95
16.94,459.25
27.5,439.59
13.79,461.16
26.98,431.12
8.96,475.47
5.97,487.03
25.1,434.98
14.84,466
15.55,457.53
8.05,483.43
15.09,463.27
23.3,437.62
21.77,462.51
6.86,486.14
9.57,468.02
18.96,451.2
19.82,456.87
22.08,455.04
17.31,456.84
18.32,454.11
27.75,436.53
26.13,439.73
29.45,438.11
23.63,437.7
24.11,432.62
25.72,432.77
14.96,463.26
28.32,428.06
26.94,430.34
13.44,469.67
24.33,450.04
22.06,451.44
27.89,435.21
8.47,477.67
24.74,447.02
8.5,485.76
24.19,441.91
32.31,431.14
12.02,465.82
22.66,439.06
14.1,468.22
26.78,433.25
31.6,433.37
29.3,431.32
29.12,429.94
17.54,453.02
31.9,436.04
28.83,428.85
10.45,465.43
17.79,457.72
17.58,459.78
18.9,455.88
23.28,444.17
18.81,448.49
7.46,482.83
22.89,450.53
9.88,471.8
17.59,454.51
23.97,443.87
11.95,465.41
22.12,451
9.05,486.55
27.6,440.6
16.52,459.73
5.84,489.4
10.77,470.66
21.95,455.23
23.09,443.27
12.31,468.13
14.29,463.13
11.65,476.4
23.15,447.71
12.14,465.08
30.26,429.27
16.74,463.61
20.67,453.29
20.21,448.79
25.02,441.21
24.82,440.88
23.14,444.38
21.84,454.4
26.11,427.45
10.67,472.65
14.93,471.24
22.19,444.85
29.27,438.23
22.47,447.14
31.95,432.79
29.74,432.69
18.1,465.46
25.35,436.51
10.48,473.3
26.96,441.12
17.76,468.27
9.68,473.73
9.84,479.65
14.52,470.8
23.49,459.9
14.53,464.86
17.49,462.37
10.46,473.76
13.86,470.37
30.68,433.47
10.48,480.01
23.66,435.38
23.85,439.67
30.89,432.68
14.3,465.42
23.98,443.45
33.72,428.96
9.76,482.38
9.46,481.95
14.43,468.83
5.86,480.71
10.57,473.88
28.69,432.21
13.27,468.86
13.52,471.95
28.01,431.02
13.13,470.03
14.43,466.56
7.84,483.79
26.06,432.38
18.93,454.75
13.63,462.4
28.02,434.95
9.45,475.49
29.27,425.55
21.38,446.8
31.85,431.26
11.82,466.95
22.64,447.21
22.72,438.01
27,437.22
29.55,436.29
23.56,439.48
12,474.4
26.1,442.75
24.88,434.85
26.4,442.23
25.69,441.43
22.1,443.95
24.47,446.93
12.07,473.06
19.89,448.85
9.17,487.33
12.85,461.05
5.23,488.5
12.43,460.61
12.93,472.57
9.03,484.97
31.73,425.34
25.63,433.76
22.7,449.75
32.06,432.47
24.8,447.82
23.47,444.46
24.31,449.88
23.02,443.66
34.09,431.19
17.75,468.86
31.8,426.5
6.62,482.74
8.51,477.51
27.41,429.21
31.27,430.59
17.45,454.67
22.63,433.54
10.07,479.64
26.12,433.11
12.28,467.03
23.89,433.71
14.8,462.29
15.45,469.54
23.09,443.22
24.92,438.23
13.15,462.3
18.6,430.38
24.88,441.03
11.36,473.55
17.12,449.94
22.1,449.54
25,438.38
21.04,450.27
26.85,444.39
14.87,465.89
32.21,429.66
25.87,442.87
19.98,448.46
19.26,467.72
16.75,464.18
15.37,466.02
27.96,433.35
20.27,446.93
24.66,438.01
25.53,445.59
25.43,444.65
14.48,462.3
19.5,453.99
10.27,475.58
17.98,466.69
12.38,467.04
26.61,437.26
24.05,437.81
15.9,464.93
31.65,437.35
11.2,472.27
14.96,461.97
19.51,451.7
27.57,441.86
26.31,436.83
29.59,434.85
10.14,473.56
9.44,474.03
13.69,471.84
23.4,446.05
12.42,472.3
21.81,453.13
33.2,430.71
22.06,455.61
27.86,440.48
27.75,437.58
20.98,446.26
17.55,461.58
6.05,483.5
17.25,465.74
21.54,450.69
29.64,428.69
16.7,464.7
19.69,449.59
19.61,457.41
6.26,485.57
6.9,471.43
19.12,447.02
12.23,471.62
10.87,474.07
20.56,452.8
31.61,436.67
14.66,464.57
19.04,446.59
14.32,467.21
18.36,458.47
31.74,437.29
19.06,456.54
14.43,465.07
12.05,472.19
17.98,448.71
28.18,438.91
23.03,447.81
15.78,460.86
24.45,449.22
18.05,459.09
14.2,465.29
16.73,463.89
13.72,455.52
27.38,437.78
10.99,473.29
26.15,439.11
17.4,453
24.29,443.28
29.01,427.91
12.27,468.55
16.9,466.8
29.39,430.5
25.45,441.65
27.88,441.32
18.2,455.86
12.59,465.74
19.3,452.75
18.4,461.29
14.83,464
20.47,453.99
28.65,433.45
28.92,431.5
28.64,441.32
12.74,463.96
10.57,472.9
30.56,431.92
13.8,466.29
5.29,492.12
33.59,436.51
6.13,481.13
18.51,455.44
32.8,432.28
24.18,445.49
17.92,456.84
6.13,484.12
24.43,440.99
28.88,426.66
13.86,468.3
20.95,452.38
27,440.58
9.07,479.98
19.41,446.71
33.61,435.99
20.84,451.13
23.31,448.2
9.45,476.1
13.78,467.22
21.71,449.38
18.88,451.13
22.58,445.6
12.51,471.96
30.63,430.38
27.75,433.08
25.32,438.5
13.85,462.39
23.19,445.52
16.18,460.81
9.98,481.64
28.87,428.89
19.05,454.26
19.83,446.15
26.39,438.53
12.25,469.52
26.93,444.7
27.16,442.85
28.16,434.01
10.32,479.61
7.77,479.68
10.13,479.42
11.02,478.81
30.24,437.18
18.74,456.25
23.26,446.67
18.21,454.25
23.97,441.65
18.91,460.19
21.65,441.05
31.67,426.35
32,437.81
12,473.68
27.11,431.96
23.75,445.22
28.26,436.31
29.96,427.1
9.27,480.29
31.35,430.16
25.85,433.06
13.69,466.72
22.48,442.56
10.63,474.81
28.61,432.94
16.32,460.07
25.46,443.5
27.61,438.31
29.79,428.71
7.32,476.12
26.35,443.73
25.97,434.83
7.33,478.16
27.05,434.09
22.22,442.31
25.54,447.06
23.44,438.34
15.51,463.82
21.89,447.74
6.84,489.96
25.24,435.09
30.38,433.75
16.91,465.86
13.75,469.02
22.93,444.95
6.93,486.94
20.04,447.89
9.37,477.57
20.76,449.25
31.17,428.94
21.74,439.19
13.24,472.22
21.28,444.56
24.92,440.93
9.37,482.77
22.03,442.9
25.77,440.96
23.05,447.34
31.05,441.67
19.51,448.04
22.47,445.98
15.37,468.23
27.96,432.07
24.73,439.3
24.43,446.45
25.64,444.34
10.82,468.57
6.79,488.69
20.41,458.29
31.58,429.73
22.85,448.61
25.41,436.95
14.41,467.01
3.4,459.86
28.12,441.13
28.07,430.29
22.61,453.86
22.88,447.14
19.24,452.64
21.31,446.76
24.15,448.87
21.62,445.92
23.84,447.09
19.59,447.16
12.75,473.46
26.68,433.04
10.63,483.27
20.03,450.93
18.78,448.04
25.6,437.82
21.29,445.37
6.04,480.39
15.2,463.88
19.77,451.05
31.98,432.2
8.36,489.1
8.68,478.61
11.64,477.2
11.49,475.51
26.2,431.7
30.51,428.79
12.49,470.63
9.42,472.99
28.41,442.54
34.66,425.89
8.27,484.97
25.38,435.41
25.65,440.05
28.04,432.92
21.43,457.68
28.25,439.67
18.51,448.39
6.58,494.84
24.49,430.54
9.82,473.98
18.88,445.61
11.53,474.49
14.69,463.52
27.33,431.96
17.86,457.33
31.59,440.52
21.13,448.83
29.72,431.22
29.03,445.03
8.94,483.63
19.09,463.3
23.03,453.77
15.15,466.78
25.73,437.07
32.38,430.96
22.69,450.65
25.03,449.48
15.46,459.15
22.72,448.67
8.53,480.08
16.82,465.64
19.45,445.1
13.72,469.25
9.44,483.18
22.58,460.95
16.36,462.5
29.62,438.55
26.13,435.34
12.02,470.17
16.02,462.51
22.9,441.77
18.81,450.87
31.26,430.36
10.07,471.71
15.28,467.92
17.29,464.27
14.6,464.16
18.43,452.65
17.3,456.55
19.84,447.92
29.42,439.51
14.04,468.64
9.51,475.29
30.29,431.39
14.55,465.14
16.58,464.03
33.82,439.3
13.73,466.29
21.11,447.83
24.81,444.26
26.44,439.65
31.23,433.9
10.15,479.32
20.46,454.06
21.93,440.76
28.08,430.8
23.63,439.9
14.05,470.9
23.91,455.41
23.47,448.65
19.7,454.94
28.14,434.68
32.16,434.5
30.9,433.44
11.64,477.52
19.48,449.6
15.89,465.76
23.03,444.85
15.83,460.22
4.31,492.92
24.2,444.09
24.86,441.68
27.77,444.06
29.49,434.43
20.98,462.27
27.16,429.59
25.96,432.82
11.28,473.36
30.36,437.4
25.47,445.39
27.51,436.91
30.02,440.49
10.15,463.89
28.8,426.87
22.36,442.53
33.67,431.99
8.35,479.31
24.12,441.49
25.53,431.26
15.26,467.98
15.36,466.7
12.73,475.61
27.67,433.29
26.64,432.93
25.09,443.26
13.09,474.45
15.06,466.72
30.03,436.88
26.85,426.58
14.13,469.28
12.36,470.39
12.91,464.61
25.79,442.7
17.28,459.26
15.86,466.6
21.95,450.38
8.4,486.5
26.62,441.28
20.56,462.11
15.86,462.84
31.01,434.64
22.49,444.11
15.66,467.57
11.86,473.31
19.12,453.24
17.27,454.19
20.24,455.49
28.18,438.49
12.24,461.23
6.25,484.14
24.27,448.66
22.55,438.54
20.76,447.07
15.33,466.81
22.12,447.77
16.65,465.6
30.37,435.01
18.71,455.7
12.99,472.18
16.8,461.96
15.49,462.28
26.08,442.44
24.18,438.85
27.63,432.46
11.8,470.57
20.7,453.22
10.5,480.92
14.88,468.55
28.21,430.46
12.82,466.06
21.14,449.74
4.93,485.01
26.25,436.3
14.95,464.31
21.46,453.67
14.35,462.54
14.18,465.25
16.03,464.67
29.54,432.94
25.26,447.34
12.33,470.11
24.67,437.37
20.45,444.69
20.39,457.37
27.57,426.6
16.58,463.51
25.18,438.72
21.27,453.34
22.93,443.57
15.09,468.8
15.49,465.37
27.66,439.18
21.99,453.38
28.57,437.41
14.87,464.84
7.14,435.58
24.94,438.55
10.17,478.04
25.18,442.42
22.75,445.67
26.33,452.79
13,477.71
22.2,445.54
20.05,457.01
15.85,467.3
27.95,434.7
27.22,436.06
14.19,467.14
18.97,453.2
13.45,467.3
18.39,444.63
31.67,439.72
27.25,439.78
26.48,435.76
17.19,451.87
34.14,434.23
32.74,441.66
10.91,473.72
16.69,460.51
14.41,462.49
22.18,442.14
11.25,480.49
28.14,443.11
5.78,483.27
19.65,451.35
15.56,461.21
25.88,443.94
15.45,464.37
29.77,432.69
20.74,449.91
11.36,477.5
31.11,433.37
25.15,434.99
12.7,467.77
10.76,483.54
30.39,435.48
11.43,466.86
20.25,452.66
10.5,468.01
13.58,472.17
15.12,470.11
21.61,458.47
28.75,433.03
21.2,444.57
23.19,439.43
23.3,441.08
19.6,456.06
22.16,446
23.56,443.13
29.01,430.61
14.86,467.71
14.54,470.23
32.32,432.53
23.55,443.98
25.34,433.81
31.76,430.18
21.65,445.93
26.01,435.78
25.82,448.46
29.76,436.21
18.43,458.75
23.69,437.57
31.01,430.82
11.41,466.83
20.77,453.46
11.74,470.05
19.95,458.72
31.46,427.76
10.31,476.31
27.03,430.41
11.36,465.37
17.01,463.4
10.6,481.3
8.27,480.8
27.58,430.53
12.24,466.83
28.54,439.28
22.56,445.07
10.02,482.47
9.78,469.58
9.42,474.75
25.59,439.14
18.6,464.67
19.58,449.44
27.76,442.83
29.08,438.24
20.84,448.98
10.9,479.45
11.72,470.8
28.01,440.23
26.44,430.55
13.55,469.57
11.67,476.1
13.2,468.58
24.98,446.46
28.06,429.47
23.84,447.03
18.89,443.54
17,453.77
27.34,434.94
30.65,436.79
19.35,457.74
30.04,429.52
23.23,432.8
27.06,429.18
22.29,449.81
27.38,436.65
13.45,464.88
20.95,445.66
16.58,460.48
29.22,436.32
23.82,438.42
28.3,445.19
31.87,435.66
29.72,434.99
7.74,481.69
18.34,451.29
19.74,446.1
11.68,474.8
13.92,465.33
13.92,464.76
30.21,434.91
20.34,453.54
14.01,466.15
19.09,461.36
7.64,486.01
24.06,443.75
14.47,469
31.94,432.03
15.63,465.28
18.22,454.74
17.74,454.37
14.87,465.01
31.15,437.55
20.99,442.02
11.28,471.42
14.44,462.13
9.11,480.74
15.96,466.39
10.65,474.27
27.94,436.75
16.05,456.94
26.24,437.31
23.63,440.74
16.38,464.58
4.99,493.16
11.62,468.37
15.81,461.63
14.66,465.73
24.26,442.9
16.96,458.1
27.55,440.53
22.5,443.35
19.83,448.03
16.88,463.81
9.5,478.8
25.31,453.05
25.72,452.33
25.65,435.25
28.26,440.58
21.3,455.13
23,442
26.45,444.9
23.95,440.9
28.53,436.16
22.68,437.96
26.93,437.58
19.3,459.1
3.74,490.5
32.41,432.75
13.07,460.14
17.92,455.37
31.25,432.25
9.99,471.6
17.94,456.7
28.71,435.95
6.67,486.84
28.88,435.54
14.49,468.4
29.47,444.8
27.21,435.2
15.33,452.82
15.65,461.94
23.46,444.66
13.94,463.07
26.92,434.64
22.79,446.16
17.46,469.63
14.77,465.23
18.15,456.32
27.05,443.89
20.51,461.78
6.99,480.05
9.32,477.91
19.05,457.5
19.69,455.32
13.68,464.46
20.21,447.06
7.61,485.36
19.45,458.26
18.93,444.55
22.44,447.3
32.37,430.35
15.5,453.99
15.97,456.91
7.98,481.93
8.36,487.79
30.74,430.69
14.2,460.42
15.54,461.06
17.3,469.21
19.53,449.59
11.01,477.3
23.5,455.38
19.79,455.59
9.59,481.05
32.44,434.97
21.84,450.25
23.5,457.51
28.84,428.98
19.41,452.55
16.38,462.58
14.43,464.6
29.32,438.09
10.51,474.77
11.62,471.56
19.73,450.99
12.76,475.73
27.01,439.51
14.09,466.53
30.02,429.84
27.94,441
25.98,442.9
15.09,466.87
16.36,465.81
28.71,440.17
20.88,453.18
23.28,442.04
20.36,455.34
24.48,456.02
12.24,464.7
5.11,488.56
13.97,467.93
11.48,464.07
17.67,465.06
24.16,459.27
26.31,447.04
17.2,458.5
20.41,451.26
11.29,476.04
13.78,474.9
10.16,472.75
22.91,444.48
8.47,477.14
23.82,447.37
18.56,444.9
21.32,452.7
24.32,444.93
7.49,483.59
12.81,474.03
25.34,457.12
20.12,448.35
13.48,474.72
17.1,457.32
15.33,468.36
16.18,465.82
23.36,443.78
26.81,443.66
20,456.28
12.04,463.51
11.93,473.88
17.34,459.01
19.72,449.33
20.21,453.19
28.8,434.01
15.61,467.81
8.53,481.03
22.39,448.37
23.86,438.62
